gene_id,gene_name,genome
ENSMUSG00000024293,Esco1,GRCm39
ENSMUSG00000024294,Mib1,GRCm39
ENSMUSG00000024295,Cyp4f41-ps,GRCm39
ENSMUSG00000024298,Zfp871,GRCm39
ENSMUSG00000024299,Adamts10,GRCm39
ENSMUSG00000024300,Myo1f,GRCm39
ENSMUSG00000024301,Kifc5b,GRCm39
ENSMUSG00000024302,Dtna,GRCm39
ENSMUSG00000024304,Cdh2,GRCm39
ENSMUSG00000024306,Ccdc178,GRCm39
ENSMUSG00000024308,Tapbp,GRCm39
ENSMUSG00000024309,Pfdn6,GRCm39
ENSMUSG00000024312,Wdr46,GRCm39
ENSMUSG00000024313,Mep1b,GRCm39
ENSMUSG00000024317,Rnf138,GRCm39
ENSMUSG00000024319,Vps52,GRCm39
ENSMUSG00000024325,Ring1,GRCm39
ENSMUSG00000024327,Slc39a7,GRCm39
ENSMUSG00000024330,Col11a2,GRCm39
ENSMUSG00000024331,Dsc2,GRCm39
ENSMUSG00000024334,H2-Oa,GRCm39
ENSMUSG00000024335,Brd2,GRCm39
ENSMUSG00000024338,Psmb8,GRCm39
ENSMUSG00000024339,Tap2,GRCm39
ENSMUSG00000024340,Btnl2,GRCm39
ENSMUSG00000024346,Pfdn1,GRCm39
ENSMUSG00000024347,Psd2,GRCm39
ENSMUSG00000024349,Sting1,GRCm39
ENSMUSG00000024350,Dnajc18,GRCm39
ENSMUSG00000024352,Spata24,GRCm39
ENSMUSG00000024353,Mzb1,GRCm39
ENSMUSG00000024354,Slc23a1,GRCm39
ENSMUSG00000024357,Sil1,GRCm39
ENSMUSG00000024359,Hspa9,GRCm39
ENSMUSG00000024360,Etf1,GRCm39
ENSMUSG00000024365,Cyp21a1,GRCm39
ENSMUSG00000024366,Gfra3,GRCm39
ENSMUSG00000024369,Nelfe,GRCm39
ENSMUSG00000024370,Cdc23,GRCm39
ENSMUSG00000024371,C2,GRCm39
ENSMUSG00000024376,Epb41l4a,GRCm39
ENSMUSG00000024378,Stard4,GRCm39
ENSMUSG00000024379,Tslp,GRCm39
ENSMUSG00000024381,Bin1,GRCm39
ENSMUSG00000024382,Ercc3,GRCm39
ENSMUSG00000024383,Map3k2,GRCm39
ENSMUSG00000024384,Iws1,GRCm39
ENSMUSG00000024386,Proc,GRCm39
ENSMUSG00000024387,Csnk2b,GRCm39
ENSMUSG00000024388,Myo7b,GRCm39
ENSMUSG00000024391,Apom,GRCm39
ENSMUSG00000024392,Bag6,GRCm39
ENSMUSG00000024393,Prrc2a,GRCm39
ENSMUSG00000024395,Lims2,GRCm39
ENSMUSG00000024397,Aif1,GRCm39
ENSMUSG00000024399,Ltb,GRCm39
ENSMUSG00000024400,Wdr33,GRCm39
ENSMUSG00000024401,Tnf,GRCm39
ENSMUSG00000024402,Lta,GRCm39
ENSMUSG00000024403,Atp6v1g2,GRCm39
ENSMUSG00000024404,Riok3,GRCm39
ENSMUSG00000024406,Pou5f1,GRCm39
ENSMUSG00000024409,Psors1c2,GRCm39
ENSMUSG00000024410,Rmc1,GRCm39
ENSMUSG00000024411,Aqp4,GRCm39
ENSMUSG00000024413,Npc1,GRCm39
ENSMUSG00000024414,Mrpl27,GRCm39
ENSMUSG00000024420,Zfp521,GRCm39
ENSMUSG00000024421,Lama3,GRCm39
ENSMUSG00000024422,Dhx16,GRCm39
ENSMUSG00000024423,Impact,GRCm39
ENSMUSG00000024424,Ttc39c,GRCm39
ENSMUSG00000024425,Ndfip1,GRCm39
ENSMUSG00000024426,Atat1,GRCm39
ENSMUSG00000024427,Spry4,GRCm39
ENSMUSG00000024429,Gnl1,GRCm39
ENSMUSG00000024430,Cabyr,GRCm39
ENSMUSG00000024431,Nr3c1,GRCm39
ENSMUSG00000024436,Mrps18b,GRCm39
ENSMUSG00000024437,Gm8615,GRCm39
ENSMUSG00000024440,Pcdh12,GRCm39
ENSMUSG00000024442,Dele1,GRCm39
ENSMUSG00000024446,Rpp21,GRCm39
ENSMUSG00000024448,H2-M10.1,GRCm39
ENSMUSG00000024451,Arap3,GRCm39
ENSMUSG00000024454,Hdac3,GRCm39
ENSMUSG00000024456,Diaph1,GRCm39
ENSMUSG00000024457,Trim26,GRCm39
ENSMUSG00000024459,H2-M5,GRCm39
ENSMUSG00000024462,Gabbr1,GRCm39
ENSMUSG00000024471,Myot,GRCm39
ENSMUSG00000024472,Dcp2,GRCm39
ENSMUSG00000024474,Ik,GRCm39
ENSMUSG00000024477,Pggt1b,GRCm39
ENSMUSG00000024479,Mal2,GRCm39
ENSMUSG00000024480,Ap3s1,GRCm39
ENSMUSG00000024481,Lvrn,GRCm39
ENSMUSG00000024483,Ankhd1,GRCm39
ENSMUSG00000024485,Slc4a9,GRCm39
ENSMUSG00000024486,Hbegf,GRCm39
ENSMUSG00000024487,Yipf5,GRCm39
ENSMUSG00000024491,Rbm27,GRCm39
ENSMUSG00000024493,Lars,GRCm39
ENSMUSG00000024497,Pou4f3,GRCm39
ENSMUSG00000024498,Tcerg1,GRCm39
ENSMUSG00000024500,Ppp2r2b,GRCm39
ENSMUSG00000024501,Dpysl3,GRCm39
ENSMUSG00000024502,Jakmip2,GRCm39
ENSMUSG00000024503,Spink1,GRCm39
ENSMUSG00000024505,Dtwd2,GRCm39
ENSMUSG00000024507,Hsd17b4,GRCm39
ENSMUSG00000024510,Ftmt,GRCm39
ENSMUSG00000024511,Rab27b,GRCm39
ENSMUSG00000024512,Dynap,GRCm39
ENSMUSG00000024513,Mbd2,GRCm39
ENSMUSG00000024515,Smad4,GRCm39
ENSMUSG00000024516,Sec11c,GRCm39
ENSMUSG00000024517,Grp,GRCm39
ENSMUSG00000024518,Rax,GRCm39
ENSMUSG00000024519,Cplx4,GRCm39
ENSMUSG00000024521,Pmaip1,GRCm39
ENSMUSG00000024524,Gnal,GRCm39
ENSMUSG00000024525,Impa2,GRCm39
ENSMUSG00000024526,Cidea,GRCm39
ENSMUSG00000024527,Afg3l2,GRCm39
ENSMUSG00000024528,Srfbp1,GRCm39
ENSMUSG00000024529,Lox,GRCm39
ENSMUSG00000024530,Prelid3a,GRCm39
ENSMUSG00000024532,1700034E13Rik,GRCm39
ENSMUSG00000024533,Spire1,GRCm39
ENSMUSG00000024534,Sncaip,GRCm39
ENSMUSG00000024535,Snx24,GRCm39
ENSMUSG00000024537,Psmg2,GRCm39
ENSMUSG00000024538,Ppic,GRCm39
ENSMUSG00000024539,Ptpn2,GRCm39
ENSMUSG00000024542,Cep192,GRCm39
ENSMUSG00000024544,Ldlrad4,GRCm39
ENSMUSG00000024546,4930546C10Rik,GRCm39
ENSMUSG00000024548,Setbp1,GRCm39
ENSMUSG00000024552,Slc14a2,GRCm39
ENSMUSG00000024553,Galr1,GRCm39
ENSMUSG00000024556,Me2,GRCm39
ENSMUSG00000024558,Mapk4,GRCm39
ENSMUSG00000024560,Cxxc1,GRCm39
ENSMUSG00000024561,Mbd1,GRCm39
ENSMUSG00000024563,Smad2,GRCm39
ENSMUSG00000024565,Sall3,GRCm39
ENSMUSG00000024566,Atp9b,GRCm39
ENSMUSG00000024570,Rbfa,GRCm39
ENSMUSG00000024571,Naa12,GRCm39
ENSMUSG00000024575,Pde6a,GRCm39
ENSMUSG00000024576,Csnk1a1,GRCm39
ENSMUSG00000024578,Il17b,GRCm39
ENSMUSG00000024579,Pcyox1l,GRCm39
ENSMUSG00000024580,Grpel2,GRCm39
ENSMUSG00000024581,Napg,GRCm39
ENSMUSG00000024583,Txnl1,GRCm39
ENSMUSG00000024587,Nars,GRCm39
ENSMUSG00000024588,Fech,GRCm39
ENSMUSG00000024589,Nedd4l,GRCm39
ENSMUSG00000024590,Lmnb1,GRCm39
ENSMUSG00000024592,C330018D20Rik,GRCm39
ENSMUSG00000024593,Megf10,GRCm39
ENSMUSG00000024594,Prrc1,GRCm39
ENSMUSG00000024597,Slc12a2,GRCm39
ENSMUSG00000024598,Fbn2,GRCm39
ENSMUSG00000024600,Slc27a6,GRCm39
ENSMUSG00000024601,Isoc1,GRCm39
ENSMUSG00000024603,Dctn4,GRCm39
ENSMUSG00000024604,Rbm22,GRCm39
ENSMUSG00000024608,Rps14,GRCm39
ENSMUSG00000024610,Cd74,GRCm39
ENSMUSG00000024613,Tcof1,GRCm39
ENSMUSG00000024614,Tmx3,GRCm39
ENSMUSG00000024617,Camk2a,GRCm39
ENSMUSG00000024619,Cdx1,GRCm39
ENSMUSG00000024620,Pdgfrb,GRCm39
ENSMUSG00000024621,Csf1r,GRCm39
ENSMUSG00000024622,Hmgxb3,GRCm39
ENSMUSG00000024639,Gnaq,GRCm39
ENSMUSG00000024640,Psat1,GRCm39
ENSMUSG00000024642,Tle4,GRCm39
ENSMUSG00000024644,Cndp2,GRCm39
ENSMUSG00000024645,Timm21,GRCm39
ENSMUSG00000024646,Cyb5a,GRCm39
ENSMUSG00000024647,Cbln2,GRCm39
ENSMUSG00000024650,Slc22a6,GRCm39
ENSMUSG00000024653,Scgb1a1,GRCm39
ENSMUSG00000024654,Asrgl1,GRCm39
ENSMUSG00000024658,Gm9750,GRCm39
ENSMUSG00000024659,Anxa1,GRCm39
ENSMUSG00000024660,Incenp,GRCm39
ENSMUSG00000024661,Fth1,GRCm39
ENSMUSG00000024663,Rab3il1,GRCm39
ENSMUSG00000024664,Fads3,GRCm39
ENSMUSG00000024665,Fads2,GRCm39
ENSMUSG00000024666,Tmem138,GRCm39
ENSMUSG00000024667,Tmem216,GRCm39
ENSMUSG00000024668,Sdhaf2,GRCm39
ENSMUSG00000024669,Cd5,GRCm39
ENSMUSG00000024670,Cd6,GRCm39
ENSMUSG00000024672,Ms4a7,GRCm39
ENSMUSG00000024673,Ms4a1,GRCm39
ENSMUSG00000024675,Ms4a4c,GRCm39
ENSMUSG00000024677,Ms4a6b,GRCm39
ENSMUSG00000024678,Ms4a4d,GRCm39
ENSMUSG00000024679,Ms4a6d,GRCm39
ENSMUSG00000024680,Ms4a2,GRCm39
ENSMUSG00000024681,Ms4a3,GRCm39
ENSMUSG00000024682,Cblif,GRCm39
ENSMUSG00000024683,Mrpl16,GRCm39
ENSMUSG00000024687,Osbp,GRCm39
ENSMUSG00000024691,Fam111a,GRCm39
ENSMUSG00000024694,Keg1,GRCm39
ENSMUSG00000024695,Zfp91,GRCm39
ENSMUSG00000024696,Lpxn,GRCm39
ENSMUSG00000024697,Gna14,GRCm39
ENSMUSG00000024712,Rfk,GRCm39
ENSMUSG00000024713,Pcsk5,GRCm39
ENSMUSG00000024725,Ostf1,GRCm39
ENSMUSG00000024726,Carnmt1,GRCm39
ENSMUSG00000024727,Trpm6,GRCm39
ENSMUSG00000024728,Ms4a19,GRCm39
ENSMUSG00000024729,Ms4a20,GRCm39
ENSMUSG00000024730,Ms4a8a,GRCm39
ENSMUSG00000024731,Ms4a10,GRCm39
ENSMUSG00000024732,Ccdc86,GRCm39
ENSMUSG00000024734,Zp1,GRCm39
ENSMUSG00000024735,Prpf19,GRCm39
ENSMUSG00000024736,Tmem132a,GRCm39
ENSMUSG00000024737,Slc15a3,GRCm39
ENSMUSG00000024738,Pga5,GRCm39
ENSMUSG00000024740,Ddb1,GRCm39
ENSMUSG00000024742,Fen1,GRCm39
ENSMUSG00000024743,Syt7,GRCm39
ENSMUSG00000024747,Aldh1a7,GRCm39
ENSMUSG00000024749,Tmc1,GRCm39
ENSMUSG00000024750,Zfand5,GRCm39
ENSMUSG00000024754,Cemip2,GRCm39
ENSMUSG00000024757,Slc22a19,GRCm39
ENSMUSG00000024758,Rtn3,GRCm39
ENSMUSG00000024759,Atl3,GRCm39
ENSMUSG00000024761,Gm16437,GRCm39
ENSMUSG00000024764,Naa40,GRCm39
ENSMUSG00000024766,Lipo3,GRCm39
ENSMUSG00000024767,Otub1,GRCm39
ENSMUSG00000024768,Lipf,GRCm39
ENSMUSG00000024769,Cdc42bpg,GRCm39
ENSMUSG00000024770,Lipn,GRCm39
ENSMUSG00000024771,Lipk,GRCm39
ENSMUSG00000024772,Ehd1,GRCm39
ENSMUSG00000024773,Atg2a,GRCm39
ENSMUSG00000024774,Ankrd22,GRCm39
ENSMUSG00000024776,Stambpl1,GRCm39
ENSMUSG00000024777,Ppp2r5b,GRCm39
ENSMUSG00000024778,Fas,GRCm39
ENSMUSG00000024780,Cdc37l1,GRCm39
ENSMUSG00000024781,Lipa,GRCm39
ENSMUSG00000024782,Ak3,GRCm39
ENSMUSG00000024784,Gpha2,GRCm39
ENSMUSG00000024785,Rcl1,GRCm39
ENSMUSG00000024786,Majin,GRCm39
ENSMUSG00000024787,Snx15,GRCm39
ENSMUSG00000024789,Jak2,GRCm39
ENSMUSG00000024790,Sac3d1,GRCm39
ENSMUSG00000024791,Cdca5,GRCm39
ENSMUSG00000024792,Zfpl1,GRCm39
ENSMUSG00000024793,Tnfrsf25,GRCm39
ENSMUSG00000024795,Kif20b,GRCm39
ENSMUSG00000024797,Vps51,GRCm39
ENSMUSG00000024798,Htr7,GRCm39
ENSMUSG00000024799,Tm7sf2,GRCm39
ENSMUSG00000024800,Rpp30,GRCm39
ENSMUSG00000024803,Ankrd1,GRCm39
ENSMUSG00000024805,Pcgf5,GRCm39
ENSMUSG00000024806,Mlana,GRCm39
ENSMUSG00000024807,Syvn1,GRCm39
ENSMUSG00000024810,Il33,GRCm39
ENSMUSG00000024811,Tnks2,GRCm39
ENSMUSG00000024812,Tjp2,GRCm39
ENSMUSG00000024815,Trpd52l3,GRCm39
ENSMUSG00000024816,Frmd8,GRCm39
ENSMUSG00000024817,Uhrf2,GRCm39
ENSMUSG00000024818,Slc25a45,GRCm39
ENSMUSG00000024824,Rad9a,GRCm39
ENSMUSG00000024826,Dpf2,GRCm39
ENSMUSG00000024827,Gldc,GRCm39
ENSMUSG00000024829,Mrpl21,GRCm39
ENSMUSG00000024830,Rps6kb2,GRCm39
ENSMUSG00000024831,Ighmbp2,GRCm39
ENSMUSG00000024833,Pola2,GRCm39
ENSMUSG00000024835,Coro1b,GRCm39
ENSMUSG00000024837,Dmrt1,GRCm39
ENSMUSG00000024841,Eif1ad,GRCm39
ENSMUSG00000024842,Cabp4,GRCm39
ENSMUSG00000024843,Chka,GRCm39
ENSMUSG00000024844,Banf1,GRCm39
ENSMUSG00000024845,Tmem134,GRCm39
ENSMUSG00000024846,Cst6,GRCm39
ENSMUSG00000024847,Aip,GRCm39
ENSMUSG00000024851,Pitpnm1,GRCm39
ENSMUSG00000024853,Sf3b2,GRCm39
ENSMUSG00000024854,Pold4,GRCm39
ENSMUSG00000024855,Pacs1,GRCm39
ENSMUSG00000024856,Cdk2ap2,GRCm39
ENSMUSG00000024857,Cabp2,GRCm39
ENSMUSG00000024858,Grk2,GRCm39
ENSMUSG00000024862,Klc2,GRCm39
ENSMUSG00000024863,Mbl2,GRCm39
ENSMUSG00000024866,Acy3,GRCm39
ENSMUSG00000024867,Pip5k1b,GRCm39
ENSMUSG00000024868,Dkk1,GRCm39
ENSMUSG00000024869,Gm49405,GRCm39
ENSMUSG00000024870,Rab1b,GRCm39
ENSMUSG00000024871,Doc2g,GRCm39
ENSMUSG00000024873,Cnih2,GRCm39
ENSMUSG00000024875,Yif1a,GRCm39
ENSMUSG00000024878,Cbwd1,GRCm39
ENSMUSG00000024883,Rin1,GRCm39
ENSMUSG00000024885,Aldh3b1,GRCm39
ENSMUSG00000024887,Asah2,GRCm39
ENSMUSG00000024889,Rce1,GRCm39
ENSMUSG00000024891,Slc29a2,GRCm39
ENSMUSG00000024892,Pcx,GRCm39
ENSMUSG00000024896,Minpp1,GRCm39
ENSMUSG00000024897,Apba1,GRCm39
ENSMUSG00000024899,Papss2,GRCm39
ENSMUSG00000024900,Cpt1a,GRCm39
ENSMUSG00000024901,Peli3,GRCm39
ENSMUSG00000024902,Mrpl11,GRCm39
ENSMUSG00000024903,Lao1,GRCm39
ENSMUSG00000024905,Tesmin,GRCm39
ENSMUSG00000024906,Mus81,GRCm39
ENSMUSG00000024907,Gal,GRCm39
ENSMUSG00000024908,Ppp6r3,GRCm39
ENSMUSG00000024909,Efemp2,GRCm39
ENSMUSG00000024910,Ctsw,GRCm39
ENSMUSG00000024911,Fibp,GRCm39
ENSMUSG00000024912,Fosl1,GRCm39
ENSMUSG00000024913,Lrp5,GRCm39
ENSMUSG00000024914,Drap1,GRCm39
ENSMUSG00000024921,Smarca2,GRCm39
ENSMUSG00000024922,Ovol1,GRCm39
ENSMUSG00000024924,Vldlr,GRCm39
ENSMUSG00000024925,Rnaseh2c,GRCm39
ENSMUSG00000024926,Kat5,GRCm39
ENSMUSG00000024927,Rela,GRCm39
ENSMUSG00000024935,Slc1a1,GRCm39
ENSMUSG00000024936,Kcnk7,GRCm39
ENSMUSG00000024937,Ehbp1l1,GRCm39
ENSMUSG00000024939,Fam89b,GRCm39
ENSMUSG00000024940,Ltbp3,GRCm39
ENSMUSG00000024941,Scyl1,GRCm39
ENSMUSG00000024942,Capn1,GRCm39
ENSMUSG00000024943,Smc5,GRCm39
ENSMUSG00000024944,Arl2,GRCm39
ENSMUSG00000024947,Men1,GRCm39
ENSMUSG00000024948,Map4k2,GRCm39
ENSMUSG00000024949,Sf1,GRCm39
ENSMUSG00000024953,Prdx5,GRCm39
ENSMUSG00000024955,Esrra,GRCm39
ENSMUSG00000024957,Kcnk4,GRCm39
ENSMUSG00000024958,Gpr137,GRCm39
ENSMUSG00000024959,Bad,GRCm39
ENSMUSG00000024960,Plcb3,GRCm39
ENSMUSG00000024962,Vegfb,GRCm39
ENSMUSG00000024963,Dnajc4,GRCm39
ENSMUSG00000024965,Fermt3,GRCm39
ENSMUSG00000024966,Stip1,GRCm39
ENSMUSG00000024968,Rcor2,GRCm39
ENSMUSG00000024969,Mark2,GRCm39
ENSMUSG00000024970,Spindoc,GRCm39
ENSMUSG00000024972,Lgals12,GRCm39
ENSMUSG00000024973,Plaat5,GRCm39
ENSMUSG00000024974,Smc3,GRCm39
ENSMUSG00000024975,Pdcd4,GRCm39
ENSMUSG00000024976,Shoc2,GRCm39
ENSMUSG00000024978,Gpam,GRCm39
ENSMUSG00000024979,Tectb,GRCm39
ENSMUSG00000024981,Acsl5,GRCm39
ENSMUSG00000024982,Zdhhc6,GRCm39
ENSMUSG00000024983,Vti1a,GRCm39
ENSMUSG00000024985,Tcf7l2,GRCm39
ENSMUSG00000024986,Hhex,GRCm39
ENSMUSG00000024987,Cyp26a1,GRCm39
ENSMUSG00000024989,Cep55,GRCm39
ENSMUSG00000024990,Rbp4,GRCm39
ENSMUSG00000024991,Eif3a,GRCm39
ENSMUSG00000024992,Pde6c,GRCm39
ENSMUSG00000024993,Dennd10,GRCm39
ENSMUSG00000024997,Prdx3,GRCm39
ENSMUSG00000024998,Plce1,GRCm39
ENSMUSG00000024999,Noc3l,GRCm39
ENSMUSG00000025001,Hells,GRCm39
ENSMUSG00000025002,Cyp2c55,GRCm39
ENSMUSG00000025003,Cyp2c39,GRCm39
ENSMUSG00000025004,Cyp2c40,GRCm39
ENSMUSG00000025006,Sorbs1,GRCm39
ENSMUSG00000025007,Aldh18a1,GRCm39
ENSMUSG00000025008,Tctn3,GRCm39
ENSMUSG00000025010,Ccnj,GRCm39
ENSMUSG00000025013,Tll2,GRCm39
ENSMUSG00000025014,Dntt,GRCm39
ENSMUSG00000025016,Tm9sf3,GRCm39
ENSMUSG00000025017,Pik3ap1,GRCm39
ENSMUSG00000025019,Lcor,GRCm39
ENSMUSG00000025020,Slit1,GRCm39
ENSMUSG00000025024,Smndc1,GRCm39
ENSMUSG00000025025,Mxi1,GRCm39
ENSMUSG00000025026,Add3,GRCm39
ENSMUSG00000025027,Xpnpep1,GRCm39
ENSMUSG00000025034,Trim8,GRCm39
ENSMUSG00000025035,Arl3,GRCm39
ENSMUSG00000025036,Sfxn2,GRCm39
ENSMUSG00000025037,Maoa,GRCm39
ENSMUSG00000025038,Efhc2,GRCm39
ENSMUSG00000025040,Fundc1,GRCm39
ENSMUSG00000025041,Nt5c2,GRCm39
ENSMUSG00000025043,Dusp21,GRCm39
ENSMUSG00000025044,Msr1,GRCm39
ENSMUSG00000025047,Pdcd11,GRCm39
ENSMUSG00000025049,Taf5,GRCm39
ENSMUSG00000025050,Pcgf6,GRCm39
ENSMUSG00000025051,Samt4,GRCm39
ENSMUSG00000025056,Nr0b1,GRCm39
ENSMUSG00000025058,Tasl,GRCm39
ENSMUSG00000025059,Gk,GRCm39
ENSMUSG00000025060,Slk,GRCm39
ENSMUSG00000025064,Col17a1,GRCm39
ENSMUSG00000025066,Sfr1,GRCm39
ENSMUSG00000025068,Gsto1,GRCm39
ENSMUSG00000025069,Gsto2,GRCm39
ENSMUSG00000025075,Habp2,GRCm39
ENSMUSG00000025076,Casp7,GRCm39
ENSMUSG00000025077,Dclre1a,GRCm39
ENSMUSG00000025078,Nhlrc2,GRCm39
ENSMUSG00000025081,Tdrd1,GRCm39
ENSMUSG00000025082,Vwa2,GRCm39
ENSMUSG00000025083,Afap1l2,GRCm39
ENSMUSG00000025085,Ablim1,GRCm39
ENSMUSG00000025086,Trub1,GRCm39
ENSMUSG00000025089,Gfra1,GRCm39
ENSMUSG00000025090,Ccdc172,GRCm39
ENSMUSG00000025091,Pnliprp2,GRCm39
ENSMUSG00000025092,Hspa12a,GRCm39
ENSMUSG00000025094,Slc18a2,GRCm39
ENSMUSG00000025102,3110040N11Rik,GRCm39
ENSMUSG00000025103,Btbd1,GRCm39
ENSMUSG00000025104,Hdgfl3,GRCm39
ENSMUSG00000025105,Bnc1,GRCm39
ENSMUSG00000025127,Gcgr,GRCm39
ENSMUSG00000025128,Bhlhe22,GRCm39
ENSMUSG00000025129,Ppp1r27,GRCm39
ENSMUSG00000025130,P4hb,GRCm39
ENSMUSG00000025132,Arhgdia,GRCm39
ENSMUSG00000025133,Ints4,GRCm39
ENSMUSG00000025134,Alyref,GRCm39
ENSMUSG00000025135,Anapc11,GRCm39
ENSMUSG00000025137,Pcyt2,GRCm39
ENSMUSG00000025138,Sirt7,GRCm39
ENSMUSG00000025139,Tollip,GRCm39
ENSMUSG00000025140,Pycr1,GRCm39
ENSMUSG00000025141,Myadml2,GRCm39
ENSMUSG00000025142,Aspscr1,GRCm39
ENSMUSG00000025144,Cenpx,GRCm39
ENSMUSG00000025145,Lrrc45,GRCm39
ENSMUSG00000025147,Mob2,GRCm39
ENSMUSG00000025150,Cbr2,GRCm39
ENSMUSG00000025151,Maged1,GRCm39
ENSMUSG00000025153,Fasn,GRCm39
ENSMUSG00000025154,Arhgap19,GRCm39
ENSMUSG00000025155,Dus1l,GRCm39
ENSMUSG00000025156,Gps1,GRCm39
ENSMUSG00000025157,Zdhhc16,GRCm39
ENSMUSG00000025158,Rfng,GRCm39
ENSMUSG00000025159,Mms19,GRCm39
ENSMUSG00000025161,Slc16a3,GRCm39
ENSMUSG00000025162,Csnk1d,GRCm39
ENSMUSG00000025163,Cd7,GRCm39
ENSMUSG00000025165,Sectm1a,GRCm39
ENSMUSG00000025169,Ogfod3,GRCm39
ENSMUSG00000025170,Rab40b,GRCm39
ENSMUSG00000025171,Ubtd1,GRCm39
ENSMUSG00000025172,Ankrd2,GRCm39
ENSMUSG00000025173,Wdr45b,GRCm39
ENSMUSG00000025175,Fn3k,GRCm39
ENSMUSG00000025176,Hoga1,GRCm39
ENSMUSG00000025178,Pi4k2a,GRCm39
ENSMUSG00000025184,R3hcc1l,GRCm39
ENSMUSG00000025185,Loxl4,GRCm39
ENSMUSG00000025188,Hps1,GRCm39
ENSMUSG00000025189,Cnnm1,GRCm39
ENSMUSG00000025190,Got1,GRCm39
ENSMUSG00000025192,Entpd7,GRCm39
ENSMUSG00000025193,Cutc,GRCm39
ENSMUSG00000025194,Abcc2,GRCm39
ENSMUSG00000025195,Dnmbp,GRCm39
ENSMUSG00000025196,Cpn1,GRCm39
ENSMUSG00000025197,Cyp2c23,GRCm39
ENSMUSG00000025198,Erlin1,GRCm39
ENSMUSG00000025199,Chuk,GRCm39
ENSMUSG00000025200,Cwf19l1,GRCm39
ENSMUSG00000025201,Bloc1s2-ps,GRCm39
ENSMUSG00000025202,Scd3,GRCm39
ENSMUSG00000025203,Scd2,GRCm39
ENSMUSG00000025204,Ndufb8,GRCm39
ENSMUSG00000025207,Sema4g,GRCm39
ENSMUSG00000025208,Mrpl43,GRCm39
ENSMUSG00000025209,Twnk,GRCm39
ENSMUSG00000025212,Sfxn3,GRCm39
ENSMUSG00000025213,Kazald1,GRCm39
ENSMUSG00000025215,Tlx1,GRCm39
ENSMUSG00000025216,Lbx1,GRCm39
ENSMUSG00000025217,Btrc,GRCm39
ENSMUSG00000025218,Poll,GRCm39
ENSMUSG00000025219,Fgf8,GRCm39
ENSMUSG00000025220,Oga,GRCm39
ENSMUSG00000025221,Kcnip2,GRCm39
ENSMUSG00000025223,Ldb1,GRCm39
ENSMUSG00000025224,Gbf1,GRCm39
ENSMUSG00000025225,Nfkb2,GRCm39
ENSMUSG00000025226,Fbxl15,GRCm39
ENSMUSG00000025227,Mfsd13a,GRCm39
ENSMUSG00000025228,Actr1a,GRCm39
ENSMUSG00000025229,Pitx3,GRCm39
ENSMUSG00000025231,Sufu,GRCm39
ENSMUSG00000025232,Hexa,GRCm39
ENSMUSG00000025234,Arih1,GRCm39
ENSMUSG00000025235,Bbs4,GRCm39
ENSMUSG00000025236,Adpgk,GRCm39
ENSMUSG00000025237,Parp6,GRCm39
ENSMUSG00000025239,Limd1,GRCm39
ENSMUSG00000025240,Sacm1l,GRCm39
ENSMUSG00000025241,Fyco1,GRCm39
ENSMUSG00000025243,Slc6a20b,GRCm39
ENSMUSG00000025245,Lztfl1,GRCm39
ENSMUSG00000025246,Tbl1x,GRCm39
ENSMUSG00000025255,Zfhx4,GRCm39
ENSMUSG00000025257,Ribc1,GRCm39
ENSMUSG00000025260,Hsd17b10,GRCm39
ENSMUSG00000025261,Huwe1,GRCm39
ENSMUSG00000025262,Fam120c,GRCm39
ENSMUSG00000025264,Tsr2,GRCm39
ENSMUSG00000025265,Fgd1,GRCm39
ENSMUSG00000025266,Gnl3l,GRCm39
ENSMUSG00000025268,Maged2,GRCm39
ENSMUSG00000025269,Apex2,GRCm39
ENSMUSG00000025270,Alas2,GRCm39
ENSMUSG00000025271,Pfkfb1,GRCm39
ENSMUSG00000025272,Tro,GRCm39
ENSMUSG00000025277,Abhd6,GRCm39
ENSMUSG00000025278,Flnb,GRCm39
ENSMUSG00000025279,Dnase1l3,GRCm39
ENSMUSG00000025280,Polr3a,GRCm39
ENSMUSG00000025283,Sat1,GRCm39
ENSMUSG00000025287,Acot9,GRCm39
ENSMUSG00000025288,4933436I01Rik,GRCm39
ENSMUSG00000025289,Prdx4,GRCm39
ENSMUSG00000025290,Rps24,GRCm39
ENSMUSG00000025314,Ptprj,GRCm39
ENSMUSG00000025316,Banp,GRCm39
ENSMUSG00000025317,Car5a,GRCm39
ENSMUSG00000025318,Jph3,GRCm39
ENSMUSG00000025321,Itgb8,GRCm39
ENSMUSG00000025323,Sp4,GRCm39
ENSMUSG00000025324,Atp10a,GRCm39
ENSMUSG00000025326,Ube3a,GRCm39
ENSMUSG00000025328,Padi3,GRCm39
ENSMUSG00000025329,Padi1,GRCm39
ENSMUSG00000025330,Padi4,GRCm39
ENSMUSG00000025332,Kdm5c,GRCm39
ENSMUSG00000025333,Gpr143,GRCm39
ENSMUSG00000025337,Sbds,GRCm39
ENSMUSG00000025340,Rabgef1,GRCm39
ENSMUSG00000025347,Mettl7b,GRCm39
ENSMUSG00000025348,Itga7,GRCm39
ENSMUSG00000025350,Rdh5,GRCm39
ENSMUSG00000025351,Cd63,GRCm39
ENSMUSG00000025352,Gdf11,GRCm39
ENSMUSG00000025353,Ormdl2,GRCm39
ENSMUSG00000025354,Dnajc14,GRCm39
